participantID,age,gender,language,amE,education,comments,content,qud,utterance,predicate,valence,responseCC,responseMC
180,38,female,English,AmE,some college,""":""""}",Charley speaks Spanish,ai,know-neg,know,neg,0.81,0.41
114,35,female,English,AmE,hold a higher degree,""":""n/a""}",Charley speaks Spanish,nai,know-pos,know,pos,0.67,0.87
42,54,female,English,AmE,graduated college,""":""""}",Charley speaks Spanish,nai,know-neg,know,neg,0.89,0.03
277,23,female,English,AmE,graduated college,""":""""}",Jackson ran ten miles,ai,think-neg,think,neg,0.23,0.12
314,24,female,English,AmE,some college,""":""""}",Charley speaks Spanish,nai,think-pos,think,pos,0.74,0.72
52,71,male,English,AmE,some college,""":""""}",Charley speaks Spanish,nai,think-pos,think,pos,0.58,0.67
210,34,non-binary,English,AmE,hold a higher degree,""":""""}",Charley speaks Spanish,nai,think-pos,think,pos,0.73,0.98
136,38,male,English,AmE,hold a higher degree,""":""""}",Jackson ran ten miles,nai,know-neg,know,neg,0.48,0.4
153,40,female,English,AmE,hold a higher degree,""":""""}",Charley speaks Spanish,ai,think-pos,think,pos,0.76,0.73
192,47,female,English,AmE,hold a higher degree,""":""""}",Charley speaks Spanish,nai,know-neg,know,neg,0.96,0.06
44,55,male,English,AmE,some college,""":""""}",Charley speaks Spanish,ai,know-pos,know,pos,0.86,0.98
65,26,female,English,AmE,graduated college,""":""""}",Jackson ran ten miles,ai,know-neg,know,neg,0.52,0.5
195,27,female,English,AmE,graduated college,""":""""}",Jackson ran ten miles,ai,know-neg,know,neg,0.27,0.08
281,36,male,English,AmE,graduated college,""":""""}",Jackson ran ten miles,nai,think-neg,think,neg,0.19,0.18
207,46,male,English,AmE,graduated college,""":""""}",Charley speaks Spanish,ai,know-pos,know,pos,0.61,0.85
159,61,female,English,AmE,graduated college,""":""""}",Jackson ran ten miles,nai,think-neg,think,neg,0.41,0
221,23,male,English,AmE,graduated college,""":""""}",Jackson ran ten miles,nai,know-pos,know,pos,0.5,0.5
57,34,male,English,AmE,hold a higher degree,""":""""}",Charley speaks Spanish,ai,think-neg,think,neg,0.31,0.02
5,56,female,English,AmE,graduated college,""":""""}",Jackson ran ten miles,ai,know-neg,know,neg,0.18,0.19
108,40,female,English,AmE,graduated high school,""":""N/A""}",Jackson ran ten miles,nai,think-pos,think,pos,0.51,0.52
126,50,male,English,AmE,graduated college,""":""""}",Charley speaks Spanish,nai,know-pos,know,pos,0.57,0.71
242,70,male,English,AmE,graduated high school,""":""None""}",Charley speaks Spanish,ai,think-neg,think,neg,0.18,0
206,52,female,English,AmE,some college,""":""""}",Charley speaks Spanish,nai,know-pos,know,pos,0.95,0.99
161,34,female,English,AmE,graduated college,""":""""}",Jackson ran ten miles,nai,know-neg,know,neg,0.51,0.49
264,46,female,English,AmE,graduated college,""":""""}",Charley speaks Spanish,ai,think-pos,think,pos,1,1
145,28,female,English,AmE,graduated high school,""":""""}",Charley speaks Spanish,nai,know-neg,know,neg,1,0
152,38,male,English,AmE,graduated college,""":""""}",Jackson ran ten miles,nai,think-neg,think,neg,0.08,0.14
77,44,male,English,AmE,some college,""":""""}",Charley speaks Spanish,nai,know-pos,know,pos,0.52,1
275,42,male,English,AmE,some college,""":""""}",Jackson ran ten miles,nai,know-neg,know,neg,0.67,0.48
280,51,female,English,AmE,graduated high school,""":""""}",Charley speaks Spanish,ai,think-neg,think,neg,0.23,0.17
181,73,male,English,AmE,hold a higher degree,""":""""}",Charley speaks Spanish,ai,know-neg,know,neg,0.24,0.08
144,35,female,English,AmE,graduated college,""":""""}",Charley speaks Spanish,ai,know-neg,know,neg,0.78,0.39
193,38,non-binary,English,AmE,graduated college,""":""""}",Jackson ran ten miles,ai,know-neg,know,neg,0.52,0.5
93,37,male,English,AmE,graduated college,""":""""}",Jackson ran ten miles,nai,think-pos,think,pos,0.85,1
228,32,female,English,AmE,graduated college,""":""""}",Charley speaks Spanish,ai,think-pos,think,pos,0.86,1
301,70,female,English,AmE,some college,""":""""}",Jackson ran ten miles,nai,know-pos,know,pos,0.6,0.74
177,53,female,English,AmE,graduated college,""":""""}",Charley speaks Spanish,ai,think-neg,think,neg,0,0
274,40,male,English,AmE,hold a higher degree,""":""none""}",Jackson ran ten miles,ai,know-pos,know,pos,0.96,0.97
268,39,female,English,AmE,graduated high school,""":""""}",Jackson ran ten miles,ai,think-pos,think,pos,0.65,0.57
124,59,female,English,AmE,graduated high school,""":""""}",Charley speaks Spanish,nai,think-pos,think,pos,0,1
120,28,female,English,AmE,hold a higher degree,""":""""}",Jackson ran ten miles,nai,think-neg,think,neg,0.64,0
110,34,male,English,AmE,some college,""":""""}",Charley speaks Spanish,ai,think-neg,think,neg,0.34,0.33
174,38,male,English,AmE,some college,""":""""}",Jackson ran ten miles,ai,think-pos,think,pos,0.75,0.76
128,30,female,English,AmE,graduated college,""":""none.""}",Charley speaks Spanish,nai,think-neg,think,neg,0.5,0.17
251,22,female,English,AmE,graduated college,""":""none""}",Jackson ran ten miles,ai,think-neg,think,neg,0.22,0.03
243,71,female,English,AmE,graduated college," thank you ""}",Jackson ran ten miles,nai,know-neg,know,neg,0.44,0.45
12,36,male,English,AmE,graduated college,""":""""}",Charley speaks Spanish,ai,think-neg,think,neg,0.27,0.14
288,57,female,English,AmE,some college,""":""""}",Jackson ran ten miles,ai,know-neg,know,neg,0.55,0.56
117,68,female,English,AmE,some college,""":""Wondering what this was about\n""}",Charley speaks Spanish,ai,know-pos,know,pos,1,1
317,36,female,English,AmE,graduated college,""":""""}",Jackson ran ten miles,nai,know-pos,know,pos,0.72,0.27
18,67,female,English,AmE,hold a higher degree,""":""Charley? Jackson?""}",Jackson ran ten miles,ai,know-pos,know,pos,1,1
81,32,female,English,AmE,some college,""":""""}",Jackson ran ten miles,nai,think-neg,think,neg,0.21,0.09
266,60,female,English,AmE,graduated high school,""":""""}",Charley speaks Spanish,ai,know-neg,know,neg,0.52,0.51
111,33,male,English,AmE,graduated college,""":""""}",Charley speaks Spanish,nai,know-neg,know,neg,0.29,0.51
218,57,female,English,AmE,graduated college,""":""n/a""}",Charley speaks Spanish,nai,know-pos,know,pos,0.55,0.64
291,49,female,English,AmE,graduated high school,""":""none""}",Jackson ran ten miles,ai,know-pos,know,pos,0.79,0.69
170,34,female,English,AmE,hold a higher degree,""":""""}",Charley speaks Spanish,ai,know-neg,know,neg,1,1
182,54,male,English,AmE,graduated college,""":""""}",Jackson ran ten miles,nai,know-pos,know,pos,1,1
276,60,male,English,AmE,hold a higher degree,""":""""}",Charley speaks Spanish,ai,know-neg,know,neg,0.54,0.44
20,35,female,English,AmE,graduated college,""":""""}",Charley speaks Spanish,nai,think-neg,think,neg,0.57,0.12
96,33,female,English,AmE,graduated college,""":""""}",Jackson ran ten miles,ai,think-pos,think,pos,0.53,1
203,71,male,English,AmE,hold a higher degree,""":""great study""}",Charley speaks Spanish,ai,know-pos,know,pos,1,1
248,41,male,English,AmE,graduated college,""":""""}",Charley speaks Spanish,nai,know-neg,know,neg,1,0.3
45,61,female,English,AmE,graduated college,""":""""}",Charley speaks Spanish,nai,know-pos,know,pos,0.4,0.76
308,23,female,English,AmE,graduated college,""":""N/A""}",Charley speaks Spanish,ai,know-neg,know,neg,0.84,0.24
306,30,male,English,AmE,graduated college,""":""""}",Jackson ran ten miles,ai,know-pos,know,pos,0.8,0.79
55,65,female,English,AmE,graduated college,""":""""}",Charley speaks Spanish,ai,think-neg,think,neg,0,0
209,67,female,English,AmE,graduated high school,""":""""}",Charley speaks Spanish,ai,know-pos,know,pos,0.95,0.9
139,40,male,English,AmE,graduated college,""":""i believe Cole is a runner and is training for a marathon""}",Jackson ran ten miles,nai,know-neg,know,neg,0.78,0.77
